unique_id,core_id,citing_title,citing_author,cited_title,cited_author,citation_context,citation_class_label
92,P11-1134,a holistic lexiconbased approach to opinion mining,,dirt  discovery of inference rules from text,Dekang Lin,"ones , DIRT ( #AUTHOR_TAG ) , VerbOcean ( Chklovski and Pantel , 2004 ) , FrameNet ( Baker et al. , 1998 ) , and Wikipedia ( Mehdad et al. , 2010 ; Kouylekov et al. , 2009 ) .",0
93,J86-1002,a holistic lexiconbased approach to opinion mining,,algorithmic program debugging,E Shapiro,There is some literature on procedure acquisition such as the LISP synthesis work described in Biermann et al. ( 1984 ) and the PROLOG synthesis method of #AUTHOR_TAG .,4
94,P10-4003,a holistic lexiconbased approach to opinion mining,,controlling content realization with functional unification grammars in,Michael Elhadad,"The system uses a domain-specific content planner to produce input to the surface realizer based on the strategy decision , and a FUF/SURGE ( #AUTHOR_TAG ) generation system to produce the appropriate text .",2
95,J87-3002,a holistic lexiconbased approach to opinion mining,,machinereadable dictionaries lexical data bases and the lexical system,Nicoletta Calzolari,"However , each of these fields requires further decoding and restructuring to provide client programs with easy access to the information they require ( see #AUTHOR_TAG for further discussion ) .",0
96,D10-1101,a holistic lexiconbased approach to opinion mining,,biographies bollywood boomboxes and blenders domain adaptation for sentiment classification,John Blitzer,"Our results also confirm the insights gained by #AUTHOR_TAG , who observed that in crossdomain polarity analysis adding more training data is not always beneficial .",4
97,W06-2807,a holistic lexiconbased approach to opinion mining,,free culture how big media uses technology and the law to lock down culture and control creativity,Lawrence Lessig,We consider the Creative Commons model as the most suitable one to let each author choose the rights to reserve ( #AUTHOR_TAG ) .,2
98,W04-1610,a holistic lexiconbased approach to opinion mining,,towards an arabic information retrieval system,Y Houmame,"It compares favorably to other stemming or root extraction algorithms ( Yates and Neto , 1999 ; Al-Shalabi and Evens , 1998 ; and #AUTHOR_TAG ) , with a performance of over 97 % for extracting the correct root in web documents , and it addresses the challenge of the Arabic broken plural and hollow verbs .",3
99,D13-1115,a holistic lexiconbased approach to opinion mining,,combining feature norms and text data with topic models,Mark Steyvers,"In a similar vein , #AUTHOR_TAG showed that a different feature-topic model improved predictions on a fill-in-the-blank task .",0
100,P00-1007,a holistic lexiconbased approach to opinion mining,,memorybased shallow parsing,Walter Daelemans,"As ( #AUTHOR_TAG ) show , lexical information improves on NP and VP chunking as well .",5
101,E03-1005,a holistic lexiconbased approach to opinion mining,,a new statistical parser based on bigram lexical dependencies,M Collins,"But while Bod 's estimator obtains state-of-the-art results on the WSJ , comparable to Charniak ( 2000 ) and Collins ( 2000 ) , Bonnema et al. 's estimator performs worse and is comparable to #AUTHOR_TAG .",0
102,D10-1038,a holistic lexiconbased approach to opinion mining,,you talking to me a corpus and algorithm for conversation disentanglement,Micha Elsner,In multi-party discussion people usually mention each other 's name for the purpose of disentanglement ( #AUTHOR_TAG ) .,0
103,P97-1063,a holistic lexiconbased approach to opinion mining,,a geometric approach to mapping bitext correspondencequot,I D Melamed,"Fortunately , indirect associations are usually not difficult to identify , because they tend to be weaker than the direct associations on which they are based ( #AUTHOR_TAGc ) .",0
104,J04-3001,a holistic lexiconbased approach to opinion mining,,applying cotraining methods to statistical parsing,Anoop Sarkar,"The work of #AUTHOR_TAG and Steedman , Osborne , et al. ( 2003 ) suggests that co-training can be helpful for statistical parsing .",0
105,W01-1510,a holistic lexiconbased approach to opinion mining,,an hpsg parser with cfg filtering,Kentaro Torisawa,"TNT refers to the HPSG parser ( #AUTHOR_TAG ) , C++ implementation of the two-phase parsing algorithm that performs filtering with a compiled CFG ( phase 1 ) and then executes feature unification ( phase 2 ) .",4
106,J00-2001,a holistic lexiconbased approach to opinion mining,,planning text for advisory dialogues,Johanna D Moore,"1 Â° The body of a plan can be an action or sequence of actions , a goal or sequence 9 Moore and Paris also note that `` a generation system must maintain the kinds of information outlined by Grosz and Sidner '' ( #AUTHOR_TAG , 203 ) .",0
107,J00-3002,a holistic lexiconbased approach to opinion mining,,geometry of lexicosyntactic interaction,Glyn Morrill,"Surveys and articles on the topic include Lamarche and Retord ( 1996 ) , de Groote and Retord ( 1996 ) , and #AUTHOR_TAG .",0
108,W14-2106,a holistic lexiconbased approach to opinion mining,,identifying agreement and disagreement in conversational speech use of bayesian networks to model pragmatic dependencies,Michel Galley,"Another line of research that is correlated with ours is recognition of agreement/disagreement ( Misra and Walker , 2013 ; Yin et al. , 2012 ; Abbott et al. , 2011 ; Andreas et al. , 2012 ; #AUTHOR_TAG ; Hillard et al. , 2003 ) and classification of stances ( Walker et al. , 2012 ; Somasundaran and Wiebe , 2010 ) in online forums .",4
109,E03-1002,a holistic lexiconbased approach to opinion mining,,a maximumentropyinspired parser,Eugene Charniak,"The standard way to handle this problem is to handcraft a finite set of features which provides a sufficient summary of the unbounded history ( Ratnaparkhi , 1999 ; Collins , 1999 ; #AUTHOR_TAG ) .",4
110,D08-1034,a holistic lexiconbased approach to opinion mining,,using predicateargument structures for information extraction,Mihai Surdeanu,"Since the arguments can provide useful semantic information , the SRL is crucial to many natural language processing tasks , such as Question and Answering ( Narayanan and Harabagiu 2004 ) , Information Extraction ( #AUTHOR_TAG ) , and Machine Translation ( Boas 2002 ) .",0
111,W06-3813,a holistic lexiconbased approach to opinion mining,,classbased construction of a verb lexicon in,Karin Kipper,"Most approaches rely on VerbNet ( #AUTHOR_TAG ) and FrameNet ( Baker et al. , 1998 ) to provide associations between verbs and semantic roles , that are then mapped onto the current instance , as shown by the systems competing in semantic role labelling competitions ( Carreras and Marquez , 2004 ; Carreras and Marquez , 2005 ) and also ( Gildea and Jurafsky , 2002 ; Pradhan et al. , 2005 ; Shi and Mihalcea , 2005 ) .",0
112,J90-3003,a holistic lexiconbased approach to opinion mining,,texttospeechan overview,S P Olive,"In previous work ( Bachenko et al. 1986 ) , we described an experimental text-to-speech system that determined prosodic phrasing for the Olive -- Liberman synthesizer ( #AUTHOR_TAG ) .",0
113,J03-3004,a holistic lexiconbased approach to opinion mining,,inducing translation templates for examplebased machine translation,Michael Carl,"Note that this ensures that greater importance is attributed to longer chunks , as is usual in most EBMT systems ( cfXXX Sato and Nagao 1990 ; Veale and Way 1997 ; #AUTHOR_TAG ) .7 As an example , consider the translation into French of the house collapsed .",0
114,J97-4003,a holistic lexiconbased approach to opinion mining,,the compleat lkb,Ann Copestake,"This approach is taken , for example , in LKB ( Copestake 1992 ) where lexical rules are introduced on a par with phrase structure rules and the parser makes no distinction between lexical and nonlexical rules ( #AUTHOR_TAG , 31 ) .",4
115,J97-4003,a holistic lexiconbased approach to opinion mining,,controlling the application of lexical rules,Ted Briscoe,"27 #AUTHOR_TAG argue that semi-productivity of lexical rules , which can be understood as a generalization of exceptions to lexical rules , can be integrated with our approach by assigning probabilities to the automaton associated with a particular lexical entry .",0
116,P10-4003,a holistic lexiconbased approach to opinion mining,,cohesion and learning in a tutorial spoken dialog system,Arthur Ward,Results from other systems show that measures of semantic coherence between a student and a system were positively associated with higher learning gain ( #AUTHOR_TAG ) .,5
117,E03-1004,a holistic lexiconbased approach to opinion mining,,automatic procedures in tectogrammatical tagging,Alena Bohmova,These automatic transformations are based on linguistic rules ( #AUTHOR_TAG ) .,2
118,J09-4010,a holistic lexiconbased approach to opinion mining,,bridging the lexical chasm statistical approaches to answerfinding,A Berger,"â¢ Only an automatic evaluation was performed , which relied on having model responses ( Berger and Mittal 2000 ; #AUTHOR_TAG ) .",4
119,J13-1008,a holistic lexiconbased approach to opinion mining,,buckwalter arabic morphological analyzer version 20 linguistic data consortium,Timothy A Buckwalter,"In comparison , the tag set of the Buckwalter Morphological Analyzer ( #AUTHOR_TAG ) used in the PATB has a core POS set of 44 tags ( CORE44 ) before morphological extension .8 Cross-linguistically , a core set containing around 12 tags is often",4
120,J86-1002,a holistic lexiconbased approach to opinion mining,,computer control via limited natural language,P Fink,"â¢ use of low level knowledge from the speech recognition phase , â¢ use of high level knowledge about the domain in particular and the dialogue task in general , â¢ a `` continue '' facility and an `` auto-loop '' facility as described by Biermann and Krishnaswamy ( 1976 ) , â¢ a `` conditioning '' facility as described by #AUTHOR_TAG , â¢ implementation of new types of paraphrasing , â¢ checking a larger environment in the expectation acquisition algorithm when deciding if an incoming sentence is the same or similar to one already seen , and â¢ examining inter-speaker dialogue patterns .",5
121,K15-1002,a holistic lexiconbased approach to opinion mining,,design challenges and misconceptions in named entity recognition,L Ratinov,"#AUTHOR_TAG present detailed studies on the task of named entity recognition , which discusses and compares different methods on multiple aspects including chunk representation , inference method , utility of non-local features , and integration of external knowledge .",0
